Country,Location,Industry_Sector,Gender,Employee_Type,Critical_Risk,Description,Month,Weekday,Potential_Accident_Level
Country_02,Local_05,Metals,Male,Employee,Pressurized Systems,As the employee cleaned the thermal recovery boiler using an air boom the hose loosened from the pipe connection drawing a jet of compressed air toward his right ear causing impact noise,October,Thursday,3
Country_01,Local_04,Mining,Male,Third Party,Others,Mr Jesus operator of the concrete throwing team alpha N   was shooting shotcrete in the Cx work  Nv  OB applying  m he realizes that the additive did not come out in the mix directing to lift the cover of the passage valve  Cm x  Cm of  inch of thickness approximately  Kg verifying that the valve was open release the lid and it hits to the third finger of the left hand against the base causing the injury,April,Friday,4
Country_02,Local_08,Metals,Male,Employee,Pressed,The operator was in the center Demag IV performing maintenance When transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger Left thumb against the pillar of support of the oven specified below figure,March,Wednesday,3
Country_02,Local_02,Mining,Male,Third Party (Remote),Others,Employee was sitting in the resting area at level  raise bore when he suffered sudden illness falling and suffering excoriation on the face,January,Tuesday,4
Country_01,Local_06,Metals,Male,Third Party,Manual Tools,Being morning h approx hours the operator Fernando during the opening of wagons finds a hardened stake and uses a bar of approx m to remove it At that moment he presses the bar and hits his hand,July,Friday,4
Country_01,Local_01,Mining,Male,Employee,Others,In circumstances in which the adjutant of the scissor bolter came down by the teams ladder  last step  it slides from an approximate height of  m and falls sitting on the floor At the time of the accident the person involved in the use of the helmet there were no rocks or materials in the crash site,July,Friday,2
Country_01,Local_03,Mining,Male,Employee,Others,In general store while two store attendants removed the compartment a rubber mesh for material classification   mx mx m   kg of weight  when lifted approx  cm to position it against the edge of another mesh placed on the floor on a litter this slightly imprisons the index finger of the right hand of one of the assistants causing a minor cutting wound At the time of the accident the injured worker used leather gloves,April,Friday,2
Country_01,Local_03,Mining,Male,Third Party (Remote),Power lock,the Spillway circumstances where the worker was cleaning with the use of an absorbent cloth oil residues from the right edge of the Atlas AXS compressor with the bonnet open and in functioning the rag falls inside the ompressor and in the attempt to remove it it is hooked on the fans propeller pulling the workers left hand toward the propeller causing the injury,February,Thursday,5
Country_01,Local_01,Mining,Male,Third Party,Others,In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare Rollover of the Small  on the platform of the cart on the floor the two squat collaborators decide to push one on each side at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side causing the wound on the third finger left hand At the time of the accident both employees used their respective gloves,October,Monday,4
Country_01,Local_03,Mining,Male,Third Party,Others,In the Raise chamber when the operator and assistant removed the drilling bar from the R drilling machine  weight approx  Kg  holding it at the top with a  TM stroke and assisted with jibs to move horizontally the operators jib on the bottom slides by moving the top of the drill bar causing the assistants bar to enforce his assistants hand between the bar and the piston of the equipment,February,Tuesday,4
Country_01,Local_01,Mining,Male,Third Party,Others,In circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via La Laquia the operator did not notice the unevenness in the road approximately one meter approaching the edge and overturning the truck on its right side The operator traveled alone in the truck and made use of the safety belt helmet and glasses at the time of the accident During the unloading process there were two squares that were  m from the accident site The test of alcohotest to the operator was negative,March,Friday,4
Country_01,Local_01,Mining,Male,Third Party,Others,During the plant stop scheduled for maintenance almost at the end of the change of the T fitting of the HDP pipe with a diameter of   the Resident enters the work zone from the bottom to supervise the work in that At the moment four workers  anchored with harness  that were in the upper part manipulating the accessory T to tie the flanges of the HDP pipe and PVC of  diameter suddenly the PVC pipe comes out of its support pipe with fine material of tailings Weight kg and falls from a height of  meters to the floor bounces and imprisons the resident engineer Only the injured worker was in the lower part or line of fire,April,Sunday,5
Country_02,Local_08,Metals,Male,Employee,"
Not applicable",At approximately evening the operator Paulo operator of the filters informed the autoclave operator via radio of a leak on the side of the scruber The autoclave III feed was stopped by the control and officials Georli and Renato initiated the procedures for closing the autoclave transfer valve for flash TQs Soon after there was a break in the chicken projecting pulp hot and reaching three employees who were inside the room near the equipment,June,Friday,5
Country_01,Local_03,Mining,Male,Third Party,Others,At level  Geology  Surface master mine to temporarily repair water leakage from a inch diameter metal distributor makes a cut of a rim chamber strip of cm wide x cm long making Using a cutter his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut At the time of the event the worker was wearing boss gloves,December,Friday,3
Country_01,Local_01,Mining,Male,Third Party,Others,In circumstances in which the operator of the scooptram proceeded to sit on his equipment when closing the door he takes his right hand off the handrail and places it close to the door hinge which when closing traps part of the workers middle finger  The worker at the time of the accident made use of leather safety gloves,June,Friday,4
Country_01,Local_04,Mining,Male,Third Party,Others,At times when the worker was cleaning the long holes of the production mesh in negative when removing the polyethylene pipe it suffers a clogging inside the drill which product of compressed air pressure is released by ejecting detritus and fragments of rock inside the hole impacting the workers forehead causing a cut,August,Monday,3
Country_02,Local_05,Metals,Male,Third Party (Remote),Blocking and isolation of energies,The employee was performing maintenance of the blower when the residual water projection occurred on his face In an attempt to remove PPE the injured person has had contact with contaminated gloves with the right eye causing irritation,September,Tuesday,2
Country_03,Local_10,Others,Male,Third Party,Others,When accessing the Santa do Novo area in order to open the chop General was moving ahead of the team in order to open access for Manetometer when he came across an area with a steep slope and gravel presence In a certain place of access the employee slipped coming with this to become unbalanced At that moment the machete that was in his left hand came to slip the right leg above the knee causing a cut cm,March,Thursday,2
Country_01,Local_04,Mining,Male,Employee,Others,Being approx early morning Mr Denis made the mesh placed in a ventilation plug up a ladder while trying to do a wire tie suddenly had an imbalance due to the manipulation of tools falling from the third step propicindose a blow in the right knee and a wound of the wrist of the right hand Later he was evacuated to the post where he received first aid,November,Wednesday,2
Country_01,Local_04,Mining,Male,Employee,Others,Mr Eriks after having completed the change of guide pole in the conveyor belt  the collaborator moved to the other side of the belt to remove the tecl passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx of  kg From the entrance platform to the chute of discharge at a height of  meters the iron grazed him on the forearm finally hitting his left foot at the height of the instep,November,Tuesday,4
Country_01,Local_03,Mining,Male,Employee,Others,At level  at the entrance of the locomotive workshop the welder proceeds to inspect the mining cars and identifies that the No  car has bearing problems informs his partner about this finding and decides to enter the car to the workshop so it operates the swing arm type mona of  KG of weight to move the direction of the railway towards the central OP is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described At the time of the accident the worker was wearing the safety gloves of pad,July,Thursday,2
Country_02,Local_02,Mining,Male,Third Party (Remote),Others,Employees engaged in the removal of material from the excavation of the well  of level  using shovel and placing it in the bucket During the day some of this material fell into the pipes of the employees boots and the friction between the boot and the calf caused a superficial injury to the legs,January,Saturday,1
Country_01,Local_04,Mining,Male,Third Party,Others,Approximately at morning in circumstances that the Messrs of the truck crane and William de la Cruz culminated the shipment of  blocks of metal plates with an approximate weight of  Kg Mr William de the Cross rigger climbs onto the truck to remove the sling places both feet under the stretcher that supported the metal plates At that moment the central part of the stretcher is broken as a result of which the two feet are imprisoned producing the injury,March,Friday,4
Country_01,Local_06,Metals,Male,Employee,Machine Protection,When averaging early morning the operator Daniel removed cleaning accessories under the mobile channel of line  for which he supported his left hand on the rail that was in motion At that moment the crushing of the nd finger of the left hand occurs the injury occurs The collaborator is referred to the Medical for care,February,Wednesday,3
Country_01,Local_03,Mining,Male,Third Party (Remote),Electrical Shock,In tower N   of the old  KV LT disabled and deenergized and  disassembled located in the city of Pasco the cutting of the last profiles of the base of the tower previously disassembled was carried out using oxyfuel equipment at morning the safety supervisor of Proingcom and the foreman who were in the external part of the fenced area supervising the activity indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms During the evacuation of the last  employees who were inside the fenced area a loud sound was heard provoking a scare which caused the staff to throw themselves to the floor within the area then proceeded to leave the work area by their own means through the staircase Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers,April,Tuesday,4
Country_01,Local_03,Mining,Male,Third Party,Others,After parking a van next to a cluster of wooden sleepers and boards the driver on descending stepped on a board in which an iron nail protruded  long which he did not identify as the board was submerged in a puddle of water This accident caused a minor wound on the sole of the left foot At the time of the accident the worker was wearing safety boots,April,Thursday,2
Country_01,Local_03,Mining,Male,Third Party,Others,During the transit of the fuel tanker of level  at level  by the north ramp When passing through level  the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described At the time of the accident the pilot and copilot were wearing a safety belt their safety glasses and helmet,May,Sunday,4
Country_02,Local_08,Metals,Male,Employee,Pressed,During the preparation for the scaffolding activity the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved,January,Friday,1
Country_01,Local_06,Metals,Male,Employee,Others,Mr Marcelo withdrew foam from the ajax oven using the metal spoon to empty it into the foam waste container At that moment splash of slag residues impacting the face and generating a surface burn The worker was wearing a face mask,December,Monday,2
Country_03,Local_10,Others,Male,Third Party,Bees,The ground team coordinated by Prospector with his assistants da Silva and Wila night in a prong opening to access and collect soil samples Auxiliar came across some he tried to divert about  meters to the right of the place but at the moment of the diversion he came across the marimbondo house in front of him not giving time for any other action since the thugs were already agitated da Silva  times a sting in the head another behind the neck and other  stings in the face Since all have allergy tests it was verified that there was no allergic reaction washed the affected part and returned to normal activities,May,Wednesday,1
Country_01,Local_04,Mining,Male,Third Party,Others,At afternoon hours Mr Hidalgo wanting to climb on the starter board to remove the fans stands on an unstable reel and when driving fell frontally at a height of m,December,Friday,5
Country_02,Local_07,Mining,Male,Employee,Others,When starting the activity of removing a coil of electric cables in the warehouse with the help of forklift truck the operator did not notice that there was a beehive in it Due to the movement of the coil the bees were excited Realizing the fact the operator turned off the equipment and left the area People passing by were stung,February,Wednesday,5
Country_01,Local_04,Mining,Male,Employee,Others,During the tests of the soft starter of the engine of belt  the collaborator Igor moves around the site and at approximately night falls into a trench for electric cables m deep the same as was found partially discovered,May,Wednesday,3
Country_02,Local_07,Mining,Male,Employee,Projection,The employees Mrcio and Srgio performed the pump pipe clearing activity FZ and during the removal of the suction spool flange bolts there was projection of pulp over them causing injuries,May,Saturday,5
Country_01,Local_03,Mining,Male,Third Party (Remote),Others,At the El Porvenir substation at level  when assembling a metal structure approximately  kg with the support of a lifting system three operators try to accommodate the structure to anchor it on its base at this moment the Metallic structure slides in the direction of the injured workers right hand producing a slight right hand accretion between the head of the bolt and the base of the structure causing the injury At the time of the accident the operators made use of their safety gloves,May,Thursday,4
Country_01,Local_01,Mining,Male,Third Party,Others,At the end of the unleashing of saturated material on the talus crest of bank  the rugged taut rope to leave the work area tension at which moment loose material from the top of the slope crumbles height of m and stool of m projecting a fragment cmxcmxcm gr which rubs the right cheek causing the injury At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity,December,Thursday,4
Country_01,Local_03,Mining,Male,Employee,remains of choco,At level  Tajo area  after completing the drilling of drills for loading the operator removes the bit from the jumbo arm and walks towards the crew cabin from the crown of the work a fragment of rock that passes through the cocada of the mesh of  and impacts on its helmet and rebound hits the right shoulder of the operator generating the described injury,January,Tuesday,3
Country_01,Local_11,Others,Female,Employee,Others,In the city of Conchucos of Ancash participating in a patronal feast representing the company was mounted on a horse as part of the ceremony throwing fruits and toys to the people attending this public event the noise of the materials pyrotechnics and people trying to collect the gifts caused the horse in front and very close to her horse to be frightened and kicked back hitting the lower limbs,September,Monday,4
Country_02,Local_07,Mining,Male,Third Party (Remote),Venomous Animals,During the transport of pieces of wood with the aid of a wheelbarrow the employee felt a prick in the right leg at that moment stopped the activity removed the leggings and when shaking the pants noticed that it was a small scorpion,February,Thursday,3
Country_01,Local_06,Metals,Male,Employee,Others,The worker Manuel was making the disconnection of the power cables of the gate that is at the intersection of Manco streets with Cajamarquilla in order to remove it In circumstances that Mr Jos worker of the company ITS was removing the rope tied in the body of the gate this yields and falls pulling the warning post which hits the helmet of Mr who He was standing at his side,February,Sunday,3
Country_01,Local_06,Metals,Male,Third Party (Remote),Manual Tools,Performing carpentry work the collaborator hit the second finger of the left hand with the hammer which he held with his right hand causing a bruise at the height of the nail The evaluation was carried out at the medical center of the unit the final diagnosis being contusion on the finger,February,Wednesday,1
Country_01,Local_03,Mining,Male,Third Party,Others,While preparing the rice for the lunch of the day when moving the pot     Kg of weight including the contents  to evacuate the residual water of the cooking of the rice when positioning the pot on a jaba it tilts backwards spilling some  ml of hot water on the cooks leg The cook immediately after the event applies first aid pouring cold water on the area of the injury and go to the medical post for evaluation,January,Saturday,4
Country_01,Local_01,Mining,Male,Third Party,Projection,At the conclusion of the unloading of ore with the AMP plate tipper in the pit  the driver notices that a stretch of support mesh is stuck in the hopper hatch then the driver gets off his equipment with the hopper lifted to remove with his hands this mesh when generating force fine particles of rock fall and one of them is impregnated in the eye of the injured At the time of the incident the injured person used his measuring glasses and did not have any surcharges,February,Friday,4
Country_01,Local_06,Metals,Male,Third Party,Others,The industrial cleaning worker Cristian was performing the cleaning activity of the gutter striking with a walls of the same to remove the solid solution that is formed In that At the moment the operators hands slide and impact on the edge of the gutter causing a blow on the little finger of the left hand,April,Thursday,2
Country_02,Local_05,Metals,Male,Employee,Others,The employee was clearing the pipe when he tapped his right thumb against the flange causing little trauma,February,Monday,2
Country_01,Local_01,Mining,Male,Employee,Suspended Loads,At times when four mechanics performed the removal of a TM engine on a positive slope using a key and a tyrfor at the time that the st welder tightened the key  Kg of weight when pulling the chain the eyebolt that held the Click on the roof of the work is broken transversely causing the fall of the key hitting the helmet of the welder mechanic causing cervical contracture The tirfor was used during the activity as a second protection to prevent the engine from falling,December,Thursday,4
Country_01,Local_04,Mining,Male,Third Party,Others,At the offices of Incimmet in circumstances that an environment was being set up to place cleaning materials a wooden strip was placed between the staircase structure and the container this strip was not cut to size so the accident victim He coordinated with his partner to put it under pressure using a hammer while holding with his right hand the frame this pressure placed strip pushed to that side of the container creating an opening between the corrugated iron and the wall at that time continuing to hit the ribbon This falls causing the wall of the container to return to its initial position pressing the tip of the little finger of the right hand against the corrugated iron causing the accident,October,Saturday,2
Country_01,Local_04,Mining,Male,Third Party,Others,At times that the workers Technician and Mr Orlando of Boltec  of Cia wanted to pass the hand stacker by a sardinel the technician pulled the hydraulic arm while Mr was pushing from the nail of the equipment when reaching the trench the rim is tied and the team turns forward falling on the technician,June,Wednesday,3
Country_01,Local_04,Mining,Male,Third Party,Others,Being approximately evening On the level  Cx  BP  in circumstances that the workers of the company Rock performed the anchorage of the central pin for the anchoring of the drilling machine Diamantina XRD  bob Cat the assistant Cristian injured made the adjustment of the nut of the central bolt with the stilson key No  Simultaneously Jose from the control panel made the movement of the rotation unit for the positioning of the clamp pin at that moment the frame is slid by pressing the thumb of the assistants left hand against the stilson key causing the described injury due to the lack of securing the frame fixing bolts,March,Wednesday,4
Country_01,Local_03,Mining,Male,Third Party,Others,At level  gallery  during the holding activity with the Bolter equipment No  the operator performs the drilling of the first hole to support the right gable When the footdeep drill was about to end the drill rod breaks leaving the threads inside the drilling machines shank the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success in the third attempt the assistant enters a  corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victims left hand generating a described injury The worker was wearing safety gloves at the time of the accident The end of the corrugated iron in contact with the left hand is shaped like a cane The worker at the time of the accident was positioned under a roof supported with mesh and split set,July,Saturday,4
Country_02,Local_05,Metals,Male,Employee,Others,The employee was performing carbon steel pipe marking activity when his helmet was struck by a tube causing a scalp wound due to the impact of the helmets sheepskin,May,Wednesday,3
Country_02,Local_05,Metals,Male,Employee,Liquid Metal,The collaborator reports that he was working in the Ustulacin and realized that the cyclone duct was obstructed and opened the door to try to unclog the same and the material detached and projected towards the employee causing small burn in the right heel,February,Monday,1
Country_01,Local_03,Mining,Male,Third Party,Others,Inside mine during the diamond drilling of a positive   drill in moments when the control tube was rescued with the fisherman the winch cable breaks untimely developing a whiplash effect and impacting on the left hand of the drilling assistant causing the described injury At the time of the accident the drilling assistant was on the platform at m from the frame and was using his Hycrontype safety gloves,October,Tuesday,4
Country_01,Local_01,Mining,Male,Third Party,Others,In circumstance the AHK license plate Empresa which serves the supervision of CMA carried out the field inspections in the upper bank  when unexpectedly when climbing through the operational access positive ramp It slides in an excavated area of approximately  meters high remaining in position with the front part on the floor The occupants of the vehicle made use of the safety belt and all the complete epps,June,Tuesday,4
Country_02,Local_05,Metals,Male,Third Party,Manual Tools,Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke reaching its hand causing a blunt cut,September,Wednesday,3
Country_01,Local_04,Mining,Male,Third Party,Others,The collaborator completed the misalignment of the nut on the left side of the chute scraper of strip No  when he gets up he turns and hits the head guard with the railing hitting the lenses generating the injury,February,Tuesday,2
Country_01,Local_06,Metals,Male,Third Party,Others,On December  the accessories coupling gun  hose of the high pressure pump BAP was made to clean the demister of the cooling tower G carrying out the complete coupling they turn on the BAP to start with the start test at that moment the hose comes off the gun and hits Mr Emerson who was holding the gun,December,Tuesday,2
Country_02,Local_08,Metals,Male,Third Party (Remote),Pressed,During the activity for packaging the cylindrical piece on the easel the employee carried the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved,February,Wednesday,1
Country_03,Local_10,Others,Male,Third Party,Others,During the field trip on LT  of the Lajes target Junior da Costa official stepped on a wooden stump that was on the ground approximately  cm which pierced his boot wounding the sole of the right foot At the time of the accident the employee was using all the PPE required for the activity and had his hands free The employee was taken to the hospital where he went through medical care and was released to return to his activities the next day of work,June,Friday,2
Country_01,Local_06,Metals,Male,Third Party,Fall prevention (same level),In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head,May,Friday,1
Country_02,Local_05,Metals,Male,Employee,Pressurized Systems,Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area through the side window when he was struck by projection of heated air that reached his face and right forearm,September,Friday,4
Country_02,Local_05,Metals,Male,Employee,Chemical substances,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface,March,Monday,4
Country_03,Local_10,Others,Male,Third Party,Projection/Choco,On  at morning when performing the Soil activity the collaborator Alex used a pickaxe to assist in the opening of the collection hole As he struck the ferranta on the ground he had a fragment of rock projected on his forehead causing a small cut The activity was paralyzed for a few moments and it was not necessary to go to the doctor the employee continued the activities normally,February,Wednesday,2
Country_02,Local_05,Metals,Male,Third Party,Others,Employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation causing irritation,December,Thursday,2
Country_01,Local_04,Mining,Male,Third Party,Manual Tools,When manipulating materials on the master drill truck the operators decide to make space by moving a radiator at that moment the driver of the truck is imprisoned the little finger of the left hand against the bar,January,Friday,3
Country_01,Local_01,Mining,Male,Third Party,Others,While performing the cutting of the meshes protruding in the gables of the work the assistant loader is positioned at mt on the floor using a portable ladder which was held at the base by the master loader at which time the loader assistant loses balance and when falling is held by the mesh with the hand hanging at mt of the floor causing the injury,February,Saturday,3
Country_02,Local_02,Mining,Male,Third Party (Remote),Others,By loosening the A trucks steering cylinder bolt using power cable and socket with the force exerted in favor of the equipment the bolt suddenly retired and the employee hit his hand against the structure of the equipment causing injury,February,Monday,2
Country_02,Local_05,Metals,Male,Employee,Chemical substances,The employee reports that after carrying out activity in the area of the Expedition was to remove the overalls and had contact with material that contaminated the sleeve which caused st degree burn in the right forearm,August,Monday,2
Country_03,Local_10,Others,Male,Third Party,Venomous Animals,During the execution of the soil sampling task at the Potions area around afternoon Luis  WCA was opening with a machete and was bitten by a wasp on the back of his right hand the same was using at the time of the incident all the EPIs needed for activity The employee was evaluated by the technician who found it to be a mild and localized swelling wound The employee reported that he did not feel any pain and that he could continue the activity,April,Saturday,1
Country_01,Local_04,Mining,Male,Employee,Others,On pit  of level  when radial drilling was performed of negative holes with the simba MC ITH No  equipment when the assistant of the equipment operator made the change of the drill bit the metal bar hammer is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the teams structure At the time of the accident the team was Paid,March,Sunday,3
Country_02,Local_05,Metals,Male,Third Party (Remote),Manual Tools,The clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw which cut the glove and caused a wound in his right hand,September,Thursday,4
Country_01,Local_04,Mining,Male,Third Party,Others,Being morning approximately in the maintenance workshop of the EE Unicon in circumstances that two mechanical technicians placed the protective plate  kg of the Mixkret  fuel tank At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot causing the injury described,October,Saturday,3
Country_01,Local_03,Mining,Male,Third Party,Others,On the surface in the dining room of employees of the unit while the collaborator performed the chicken habilitation for lunch using a kitchen knife it comes into contact with the distal part of the second finger of the left hand causing the injury described  During the accident the employee did not use his specific height gloves for this type of work,September,Sunday,3
Country_01,Local_03,Mining,Male,Third Party,Others,During the maintenance of the access at the moment the assistant places the mini split set in the adapter the clamp  which was locked  returns to its initial position hitting the collaborators hand causing the described injury At the time of the accident the team was in a sustained area the arm of the jumbo was at a height of m from the floor and the employee was wearing rubber gloves,September,Wednesday,3
Country_02,Local_05,Metals,Male,Employee,Cut,Employee reports that when attempting to manually ingot of Zinco on the rotary table of the L ingot hit with the left hand against the angle in the structure of the ingot by pressing the finger between the ingot and the angle,April,Sunday,4
Country_03,Local_10,Others,Male,Third Party,Others,During the trip to the vehicle at the end of the work the collaborator Rhainer stepped on an object that he could not identify thus coming to pierce the sole of the boot and causing a small hole in the sole of the left foot of the collaborator The perforation was possibly due to a stump of wood since the area covered by the collaborator was a pasture grazed recently and near a residence,March,Tuesday,1
Country_01,Local_06,Metals,Female,Third Party,Pressurized Systems,At  h on  September a worker from Confipetrol carried out industrial cleaning of the outside of the acid reduction tank D to check the progress of the helmet mask moment that hose pipe was released that was secured with pressure clamp for water and air impacting lips,September,Tuesday,2
Country_01,Local_04,Mining,Male,Third Party,Cut,The injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury,February,Wednesday,3
Country_02,Local_02,Mining,Male,Third Party (Remote),Others,During the activities of revegetation of the slopes of the pit pit II the employee hitting the sledgehammer on the rods for installation of the lifeline it hit his right leg causing a slight excoriation,December,Tuesday,2
Country_01,Local_03,Mining,Male,Third Party (Remote),Electrical Shock,In the tower N   of the old  KV LT disabled and deenergized and  dismantled located in the city of Pasco the last profiles of the base of the tower previously disassembled were cut using oxyfuel equipment  at morning the Proingcom security supervisor and the foreman who were on the outside of the fenced area supervising the activity indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms During the evacuation of the last  employees who were inside the fenced area a loud sound was heard provoking a fright which caused the staff to throw themselves to the floor inside the area then proceeded to leave the work area by his own means through the ladder Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers,April,Tuesday,4
Country_02,Local_05,Metals,Male,Employee,Suspended Loads,Employee performed the task of hoisting bigbags containing waelz oxide and after performing several hoistings the employee suffered a lowvoltage electric shock when contacting the hoist when attaching the handle of a bigbag on it,April,Wednesday,4
Country_01,Local_04,Mining,Male,Employee,Others,Being approx night hrs Mr Eliseo secondary crushing operator when retiring to his snack finds the gate of the chute of strip  open and when approaching to close the gate in that At that moment the operator Mr Samuel who was on the upper platform coordinates with the operator of the control room the start of strip  at that moment the startup product projects a particle xxcm impacting on the flange of the gate and projecting to towards the height of the lenses and respirator of Mr Eliseo,October,Monday,4
Country_03,Local_10,Others,Male,Third Party,Others,When cutting the vegetation to open the bite using a sickle the assistant struck the vine twice When the liana ruptured the top of the branch projected against the face of the auxiliary causing the cut in the upper lip,September,Thursday,1
Country_01,Local_03,Mining,Male,Employee,Projection,The convoy of the locomotive  operated by Mr Tito is located in hopper OP positioning the st car under the hopper the assistant does not observe anything out of the ordinary dry load there is no presence of water and initiates the chute for this the hydraulic module of the hopper is switched on and with the controls it slightly moves the hopper handle and an untimely flow of water and mud splashes the operator generating the described injury in addition the collaborator was  meters from the line of fire,June,Thursday,4
Country_01,Local_01,Mining,Male,Employee,Chemical substances,Once the painting of the pumping pipe has been completed the person involved involuntarily touches his face with his hand with gloves full of paint and to clean himself he makes use of a dry industrial cloth and begins to rub his face for a period of time from  to  seconds continuously until finally the paint on the face is cleaned this friction generates the described injury,February,Friday,3
Country_01,Local_03,Mining,Male,Third Party,Others,At the end of the rock break at the intersection of the ramp  and the opening of the access to the ventilation chimney the master loader identifies rocks on the mesh proceeding to unload them at the end he decides to verify if there are still remains by positioning himself under the line of fire at which time a fragment of rock falls  xxcm   gr  between the cocada mesh impacting between the lens and the helmet causing the injury,February,Monday,3
Country_01,Local_04,Mining,Male,Third Party,Fall,When performing shotcrete casting for resane on Cruise  Nv  at afternoon approximately the operator was placed on the left side of the equipment and started the release of  cubic meters at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock setting When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not so they assume that he had fallen down the chimney they left the job to ask for help immediately The emergency response brigade and the medical service are activated who verify the death of the collaborator The accident investigation begins,May,Wednesday,5
Country_01,Local_03,Mining,Male,Employee,remains of choco,In Level   OP  the worker performed the chuteo ore from the hopper to the second car perceived a slip of water and mud through the hopper decided to leave the platform and when he was already down the second rung of the ladder of access the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee,February,Tuesday,5
Country_01,Local_04,Mining,Male,Employee,Others,When performing the Doosan RB equipment hammer repair the employee tries to remove the suspenders with the support of a pound rope At the moment of receiving the blow the brace or bolt causes a splinter to be released expelling and impacting on the lower left limb causing metal embedding in it The collaborator did not notice immediately,December,Monday,3
Country_02,Local_08,Metals,Male,Employee,Pressurized Systems,During the cleaning of the  vertical pipe using the hydrojet equipment high pressure hose the hose returned due to obstruction of the pipe with residue reaching the operator who was actuating the equipment pedal ,April,Thursday,3
Country_01,Local_01,Mining,Male,Third Party,Others,Once the RB machine is lifted weight  tn at  cm from the floor level the accidently proceeds to pull the RB machine with a key of  tons maximum cap to lay it on the floor after advancing  cm horizontally the anchor bolt pig tail type  diameter to which the key was hooked it breaks transversely and with the pulling force this key is projected onto the injured persons left shoulder causing the injury  The injured was  meters from the key  At the time of the incident the assistant was  meters away doing order and cleaning,April,Monday,4
Country_01,Local_03,Mining,Male,Third Party,Projection,When the Master additive was taken from the AFO license plate towards the launching team No  the collaborator Bonifacio robot assistant at the moment he received the bucket emptiness of the operator Enoc feels that he drops a drop of additive in the right eye feeling a burning sensation so he immediately goes to wash the affected eye in the teams eyes then the collaborator is evacuated to NATCLAR At the time of the accident the employee had glasses but he was not using them correctly,June,Saturday,4
Country_01,Local_03,Mining,Male,Employee,Others,In the Alimak chimney of level  the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented when falling the rock of xx m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operators right hand generating the described injury,October,Saturday,4
Country_03,Local_10,Others,Male,Employee,Others,On  at night when performing geological mapping activity the geologist Manoel da Silva accompanied by the geologists Luciano dos Santos and Dayme had to make the crossing to the other side of a fence barbed wire known in the region as a goat It is a fence that from the base up to about cm in height is made by rods interlaced horizontally and upwards made with little barbed wire barbed around  to cm I jumped on the fence and still on the fence I managed to sweep the vegetation with the left foot but even so while supporting the foot on the ground a stump of approximately cm x cm came to break the sole of the boot and cause the perforation in the left foot at the height of the fingers,February,Sunday,2
Country_01,Local_04,Mining,Male,Employee,Others,In circumstances that the operator performed the lifting of an inch vitaulic pipe this is imprisoned in the structure of the railing of the truck instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise,December,Monday,3
