Country,Location,Industry_Sector,Potential_Accident_Level,Gender,Employee_Type,Critical_Risk,Description,Month,Weekday
Country_03,Local_10,Others,1,Male,Third Party,Bees,geological reconnaissance activity farm name name zero team composed name name vino name name raise normal activity encountered ciliary forest see name enter forest verify rock outcrop front name vine realized opening access machete name moment took bite neck name attack allergic reaction continued work normally name work completed leaving forest access name vine assistant attacked snake suffered sting forehead name moment moved away area name verified type allergic reaction returned normal activity name,May,Thursday
Country_03,Local_10,Others,1,Male,Employee,Others,geological reconnaissance activity farm name name zero team composed name name vino name name raise normal activity encountered ciliary forest see name enter forest verify rock outcrop front name vine realized opening access machete name moment took bite neck name attack allergic reaction continued work normally name work completed leaving forest access name vine assistant attacked snake suffered sting forehead name moment moved away area name verified type allergic reaction returned normal activity name,May,Thursday
Country_02,Local_05,Metals,3,Male,Employee,Cut,clerk peeling pulling sheet came another one struck nth left hand tearing miss vac sleeve caused cut,June,Wednesday
Country_02,Local_05,Metals,3,Male,Employee,Cut,process washing material name tip material broken caused cut nth finger right hand,June,Thursday
Country_01,Local_01,Mining,2,Male,Third Party,Others,circumstance collaborator performed cleaning ditch deep removing pipe miss pe material estimated weight keg together two collaborator pushing tube drain dune collaborator hit lower right side lip producing slight blow lip time event collaborator safety helmet glass glove,June,Friday
Country_01,Local_04,Mining,5,Male,Third Party,Others, p approximately organization coming winery name guy name name alone cutting wire grinder previously removed protection guard disk inch diameter adapted disk approximately inch originating traumatic amputation two finger left hand,June,Saturday
Country_03,Local_10,Others,2,Male,Third Party,Others,field trip location yes target name name name official stepped wooden stump ground approximately pierced boot wounding sole right foot time accident employee using pie required activity hand free employee taken hospital went medical care released return activity next name work,June,Friday
Country_01,Local_03,Mining,3,Male,Employee,Others,level ore hauling activity locomotive miss pa bine time convoy traveling hopper miss pa assistant motorist riding saddle holding pole struck weakly split miss suspended organization p pipeline gable work meter floor time accident assistant wearing safety equipment wearing seatbelt time accident miss miss accompanied movement path convoy,June,Sunday
Country_01,Local_06,Metals,1,Male,Employee,Fall prevention,employee work electrician management electrometallurgy suffers contusion right leg suffering slip height step staircase code else abb furnace cat ladder immediately referred collaborator medical service treated,June,Sunday
Country_01,Local_04,Mining,3,Male,Third Party,Others,time worker name simian organization name organization let organization organization organization wanted pas hand stacker sardine technician pulled hydraulic arm organization pushing nail equipment reaching trench rim tied team turn forward falling technician organization,June,Wednesday
Country_01,Local_01,Mining,1,Male,Employee,Others,circumstance employee made connection electric cable miss jumbo operator feel discomfort face cleaning hand using rubber glove generating superficial laceration small wound left cheekbone,June,Tuesday
Country_01,Local_03,Mining,3,Male,Third Party,Others,phase concentrator plant maintenance personnel carried removal transmission belt flotation cell pub cleaning moment mechanic removed belt lean left leg slide towards grating floor leaving foot two pipe generating lesion described work carried floor level time accident staff put safety equipment,June,Tuesday
Country_01,Local_06,Metals,4,Male,Employee,Fall prevention (same level),approximately p operator name fall metal platform give access tank strong acid leaching stage suffers lux fracture wrist left leaning floor hand operator directed first tank strong acid leaching stage verify entry spent toque,June,Wednesday
Country_03,Local_10,Others,1,Male,Third Party,Bees,p organization object location location animation ante organization organization died organization sediment collection location cut organization organization went location location location ta organization get organization linage location location location location organization organization one organization team organization compo organization end location member organization organization location organization company organization organization organization organization organization organization organization name organization organization e moving f organization om one collection point another organization organization idea organization hallow organization linage organization bee organization ton organization action organization move away f organization om box organization quickly organization organization organization able avoid organization ting organization organization mete organization organization looking organization organization organization exit organization adieu organization location attack location bee organization organization organization organization organization location organization organization e attacked con organization sequently organization organization end organization ting organization belly name horah hand organization ivied organization e organization type location organization gig organization action organization et organization need organization man activity organization organization,June,Wednesday
Country_03,Local_10,Others,1,Male,Third Party,Others,p organization object location location animation ante organization organization died organization sediment collection location cut organization organization went location location location ta organization get organization linage location location location location organization organization one organization team organization compo organization end location member organization organization location organization company organization organization organization organization organization organization organization name organization organization e moving f organization om one collection point another organization organization idea organization hallow organization linage organization bee organization ton organization action organization move away f organization om box organization quickly organization organization organization able avoid organization ting organization organization mete organization organization looking organization organization organization exit organization adieu organization location attack location bee organization organization organization organization organization location organization organization e attacked con organization sequently organization organization end organization ting organization belly name horah hand organization ivied organization e organization type location organization gig organization action organization et organization need organization man activity organization organization,June,Wednesday
Country_02,Local_05,Metals,3,Male,Third Party (Remote),Manual Tools,employee report working near location blade equipment collided piece metal projected toward leg causing injury left leg,June,Friday
Country_01,Local_01,Mining,4,Male,Employee,Others,mooring aneles detonating cord completed injured person proceeds tie detonating cord safety guide slow wick distance meter top work moment finish mooring rock bank x x keg front height meter fall floor close injured disintegrates several fragment one keg slide fragment rock impact left leg victim time accident operator used safety boot accompanied supervisor,June,Monday
Country_01,Local_03,Mining,4,Male,Third Party,Others,activity construction wall stopper mortar block improve ventilation intermediate zone moment bricklayer assistant preparing complete construction high wall part wall block keg per block fall towards scaffold mason assistant jump towards accumulation sand located one side avoid hit block fall injury described occurs time accident mason assistant jump height floor work used personal safety equipment reduced impact fall,June,Thursday
Country_03,Local_10,Others,1,Male,Third Party,Bees,organization logo auxiliary organization smart traveled evaluate geological point following organization p near drainage following state highway give access location plan area stopped got vehicle see point identified organization p name distancing seven meter vehicle following road surprised four bite thorn face neck quickly hurried back vehicle moving away place clerk wearing girdle goggles still wearing glove would enter forest area allergic reaction,June,Thursday
Country_03,Local_10,Others,1,Male,Third Party,Bees,geologist auxiliary name e emir traveled field evaluate geological point following name near drainage following state highway give access location plan area stopped got vehicle see point identified name name rid distancing five meter vehicle following road surprised two bite thorn face quickly hurried back vehicle moving away place clerk wearing girdle goggles still wearing glove would enter forest area allergic reaction,June,Thursday
Country_03,Local_10,Others,1,Male,Third Party,Bees,organization organization organization moved field inspection activity way field paused together two team order know drainage point checked organization getting vehicle struck sting weed neck quickly returned vehicle organization made radio communication two team distanced place clerk wearing legging organization glass allergic reaction,June,Thursday
Country_03,Local_10,Others,1,Male,Third Party,Bees,auxiliary geologist traveled field evaluate geological point following miss near drainage following state highway give access location plan area stopped got vehicle see point identified miss name emir distancing five meter vehicle accompanied geologist name surprised two bite blow neck quickly hurried back vehicle moving away place clerk wearing girdle goggles still wearing glove would enter forest area allergic reaction,June,Thursday
Country_03,Local_10,Others,1,Male,Employee,Bees,traveling field order make geological mapping geologist name oil accompanied prospector name stooped deviate vegetation time received three whistling sting two face one neck allergic reaction activity followed normally event,June,Saturday
Country_03,Local_10,Others,1,Male,Third Party,Bees,moving field make geological mapping prospector name accompanied geologist name oil stooped deviate vegetation moment received whistling sting ring finger right hand allergic reaction activity followed normally event,June,Saturday
Country_02,Local_08,Metals,5,Male,Employee,"
Not applicable",approximately operator name operator filter informed autoclave operator via radio leak side scrubber autoclave feed stopped control official name world name initiated procedure closing autoclave transfer valve flash t soon break chicken projecting pulp hot reaching three employee inside room near equipment,June,Friday
Country_01,Local_03,Mining,4,Male,Third Party,Others,operator miss issue miss leaf equipment parked level act due electrical problem maintenance personnel arrives electrician climb control platform equipment performs verification hydraulic system confirming problem coordination mechanic decide perform test diesel system moment accidentally activates body arm movement lever causing drill arm move downwards generating left hand patrician support pivot tube generating lesion described time accident electrician alone control platform mechanic ground level observing pressure diesel system pressure gauge,June,Sunday
Country_01,Local_01,Mining,3,Male,Third Party,Others,mechanical technician proceeded perform maintenance motor support tipper decided bring wooden block moved temporary storage material located tipper circumstance sought cue camera tire burst suddenly right involved thunderous sound affected right ear worker tire exploded psi pressure approximately time event stacked pneumatic second one exploded presented cut place energy released tire upper part projected tire left previous guard night shift storage area roof place event affected mechanic located distance worker area truck parked none suffered damage glass,June,Tuesday
Country_01,Local_03,Mining,3,Male,Third Party (Remote),Others,level access organization man camera roof time piqued civil operator looked stepson key inside metal tool box open metal lid x x keg weight hand push lid backwards positioning right hand near base lid causing concentration fifth finger lid structure box height hinge time accident employee wore pad glove reduced consequence injury,June,Wednesday
Country_02,Local_08,Metals,2,Male,Employee,Manual Tools,handling lever move sludge employee moved making pendulum movement striking chin,June,Thursday
Country_01,Local_01,Mining,3,Male,Third Party,Others,change rim position miss mob miss moment mechanical technician support electrician disengaged bolt loosening fourth nut help lever metal tube diameter length weight keg bouncing effect returning initial position hitting palm left hand electrician technician causing injury employee time accident used organization e including leather glove,June,Friday
Country_01,Local_01,Mining,4,Male,Third Party,Others,circumstance operator proceeded sit equipment closing door take right hand handrail place close door hinge closing trap part worker middle finger worker time accident made use leather safety glove,June,Friday
Country_01,Local_01,Mining,4,Male,Employee,Others,plant work miss ho pump reducer n accompanying rotation shaft reducer mixed key wrench crown hit housing miss ho pump attributing location area fifth fourth finger welder right hand causing injury time accident equipment blocked employee used leather glove,June,Wednesday
Country_01,Local_03,Mining,5,Male,Third Party,Others,access level installation activity hydraulic filling pipe diameter installing section height reference floor master hydraulic filling accident partner suffers attrition right hand upper edge scoop lamp roof work generating injury time accident employee used rubber glove,July,Saturday
Country_01,Local_06,Metals,4,Male,Third Party,Pressed, name support another mechanic preparing place floor metal part called rear bridge forklift moment part moving part move generating blow middle finger left hand,July,Monday
Country_01,Local_03,Mining,2,Male,Third Party,Others,level gallery performing manual unlocking load worker prepares cut sacrificial mesh exposed previous turn shot placing inch shear cutting fifth suddenly strained wire mesh return face casino dole injury described activity worker used safety glass,June,Friday
Country_01,Local_01,Mining,2,Male,Employee,Others,circumstance adjutant scissor bolter came team ladder last step slide approximate height fall sitting floor time accident person involved use helmet rock material crash site,July,Friday
Country_01,Local_03,Mining,5,Male,Third Party,Others,moment organ organization organization peru truck plate fit returned city local organization organ organization organization transporting consultant meter main gate lane invaded civilian vehicle making driver turn sharply side right staff company organization hot melt work pipe impacting two collaborator causing injury described time accident truck traveling h according organization nth organization width road meter activity safety cone warning side road employee used respective pep,July,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Others,moment organ organization organization peru truck plate fit returned city local organization organ organization organization transporting consultant meter main gate lane invaded civilian vehicle making driver turn sharply side right staff company organization hot melt work pipe impacting two collaborator causing injury described time accident truck traveling h according organization nth organization width road meter activity safety cone warning side road employee used respective pep,July,Thursday
Country_01,Local_06,Metals,4,Male,Third Party,Manual Tools, h approve hour operator forzando opening wagon find hardened stake us bar approve remove moment press bar hit hand,July,Friday
Country_03,Local_10,Others,4,Male,Third Party,Others,execution drilling target miss bolt made company organization miss miss jury official name simar name name moment maneuver fish material removing feeder water movement winch realized safety chain loose could curl rod performing chain removal movement placed left hand hose cap hydraulic plate unlocking inner tube abrupt movement chain pushing hand towards hydraulic plate causing injury ring finger hand lesion caused cut nth miss giro name call need suture point close cut,July,Saturday
Country_01,Local_04,Mining,4,Male,Third Party,Others,operator paste filling plant remove floor grating x clean lower floor removed close water valve block vacuum two technician entering filter belt notice overflow ask operator reduce load mechanic kept walking without noticing floor one fall void impacting foot left angle floor grating producing injury,July,Sunday
Country_02,Local_05,Metals,4,Male,Third Party (Remote),Suspended Loads,accident occurred time employee partner company organization carried unloading operation bladder bag cutting bag charging boom silo truck delivery mouth inner plastic bag surrounding content abruptly dropped large amount material fell onto cone funnel cone fell injured man stood leg pressed body guard scaffold external medical attention verified fracture,July,Monday
Country_01,Local_03,Mining,2,Male,Employee,Others,level entrance locomotive workshop welder proceeds inspect mining car identifies miss miss car bearing problem informs partner finding decides enter car workshop operates swing arm type monk keg miss weight move direction railway towards central location p moment push rocker weight body right hand come contact rock producing injury described miss time accident worker wearing safety glove pad miss,July,Thursday
Country_02,Local_05,Metals,2,Female,Employee,Chemical substances,handling sample laboratory sleeve employee coat contact nitric acid absorbing small amount came reach left forearm causing degree burn,July,Friday
Country_01,Local_03,Mining,4,Male,Third Party,Others,level gallery holding activity bolter equipment operator performs drilling first hole support right gable foot deep drill end drill rod break leaving thread inside drilling machine shank operator assistant decide make two empty percussion attempt free thread shank without success third attempt assistant enters corrugated iron central hole rest bar embedded shank generate pressure moment operator activates percussion generates movement shank hit palm victim left hand generating described injury worker wearing safety glove time accident end corrugated iron contact left hand shaped like cane worker time accident positioned roof supported mesh split set,July,Saturday
Country_01,Local_06,Metals,3,Male,Third Party,Fall prevention (same level), hour collaborator name welder trying inspect cracking point inlet miss laminator slip fall level hitting face hand immediately transferred medical service evaluation,July,Monday
Country_02,Local_05,Metals,3,Male,Employee,Chemical substances,employee report draining ammonia used refrigerant container water splash solution drained onto face,July,Wednesday
Country_02,Local_12,Others,2,Female,Employee,Traffic,location u big bridge sudden braking several car brake quickly collaborator car failed stop time collided rear car ahead hour,July,Thursday
Country_02,Local_08,Metals,2,Male,Third Party (Remote),Pressurized Systems,torch cutting activity new evaporator treatment fixing rupture hose near torch pen causing injury,July,Saturday
Country_01,Local_03,Mining,4,Male,Employee,Others,time mill operator proceeded remove italic flange connecting suction pipe pump housing b intention de sanding system removing flange mineral pulp come pressure impact face wrist left hand generating lesion described time accident secondary mill pump b blocked maintenance work mill operator used safety glass,July,Wednesday
Country_01,Local_03,Mining,4,Male,Employee,Others,level access area operator organization issue team miss preparing present second mesh continue support work operator pull support mesh share length equally side equipment moment roof work rock weighs approximately keg fall support mesh slide towards right side spoiler result mesh push operator kneeling floor platform generates lesion described rock falling directly impact operator squatting position operator move away area walking mean supported assistant,July,Friday
Country_02,Local_07,Mining,2,Male,Employee,Others,employee report upon initiating front loading activity elevation aerial work platform rock fragment roof gallery dropped reaching face causing lesion,July,Saturday
Country_02,Local_02,Mining,3,Male,Third Party (Remote),Others,opened access ladder people carrying truck employee right hand pressed support bracket suffering superficial injury,August,Tuesday
Country_02,Local_05,Metals,3,Female,Third Party,Manual Tools,employee partner company organization r report cutting watermelon injured left hand knife,August,Monday
Country_03,Local_10,Others,1,Male,Third Party,Bees,mincing team carrying activity city location coordinated mining technician name time mining technician last line away team bitten blackjack left side face allergic manifestation team continued work afternoon lunch employee sought medical care medicated released continue activity next day,August,Tuesday
Country_01,Local_04,Mining,3,Male,Third Party,Others,time worker cleaning long hole production mesh negative removing polyethylene pipe suffers clogging inside drill product compressed air pressure released ejecting detritus fragment rock inside hole impacting worker forehead causing cut,August,Monday
Country_02,Local_08,Metals,2,Male,Employee,Cut,removing cap wear plate miss miss x miss miss miss miss miss pump left hand employee glove slipped came contact cutting part board,August,Thursday
Country_02,Local_02,Mining,4,Male,Third Party (Remote),Others,withdrawal fixed jaw wedge crusher hoisting device hook broken causing steel cable overhead crane strike left hand employee,August,Thursday
Country_02,Local_12,Others,4,Female,Employee,Others,leaving organization employee stumbled onto exit ladder building fell step causing twisting ankle grating cinnamon,August,Thursday
Country_01,Local_03,Mining,4,Male,Employee,Others,ore transport work miss miss n pa bine filled tenth mining car ore assistant positioned platform hopper miss miss n pa place wooden board piston chain avoid fall fine track time fragment rock xu keg roll load hit distal phalanx fourth finger left hand assistant time accident wearing safety glove pad type hopper miss miss n pa time accident zero energy,August,Friday
Country_01,Local_01,Mining,4,Male,Third Party,Others,circumstance drilling assistant proceeded assemble inner tube barely injured person retracts inner tube head throw manually towards top catheter inclination continue perforation moment glove left hand hooked spear point pushing left hand edge box barely originating injury time accident injured employee used rubber glove work area well lit,August,Sunday
Country_02,Local_08,Metals,3,Male,Employee,Projection,employee name ton made opening visit unclog moment occurred projection hot material occurring accident,August,Sunday
Country_01,Local_01,Mining,4,Male,Third Party,Others,maintaining ramp placing first cloth overlap previous mesh operator check work front return back team coordinate assistant time fragment rock weight keg non sustained area detached impact arm team reaching bounce collaborator causing injury one involved made use epos time incident assistant back team preparing support mesh,August,Monday
Country_01,Local_03,Mining,3,Male,Employee,Others,level access operator organization issue performed support crown time piece rock big pass cicada support mesh height meter towards platform team breaking particle one reach right eye causing injury,August,Thursday
Country_01,Local_03,Mining,3,Male,Employee,Others,level access operator miss issue carried support right gable platform arranged place miss set drill squat position introduced bolt moment cicada support mesh fall crown piece rock approximate height impacting cervical region collaborator causing lesion described time accident crown held collaborator used safety glass glove,August,Friday
Country_02,Local_05,Metals,3,Male,Employee,Pressed,employee performing cutting activity carbon steel pipe attached band saw machine due uneven weight distribution tube moved downward end projected upwards pressing thumb,August,Monday
Country_02,Local_05,Metals,2,Male,Employee,Cut,servant would remove dish bowl sink picking set plate one broken broken edge causing injury right hand,August,Wednesday
Country_01,Local_03,Mining,4,Male,Employee,Others,time collaborator performing evacuation mine present strip phase notice piece support mesh positioned frame return belt several attempt remove mesh belt movement using metal rake support mesh yield moving direction rotation return belt hitting collaborator hand metal structure causing contusion left hand time accident employee used leather glove,August,Thursday
Country_01,Local_01,Mining,2,Male,Employee,Others,topographic survey location p location location zone victim worker decide continue work location p location location injured person walk behind worker meter arriving loading zone intersection location pa location injured person asks scoop operator stop pas equipment stopped victim pass behind partner stuck gable trying avoid accumulation water take third step puddle injured person step false fall floor causing injury location,August,Wednesday
Country_02,Local_05,Metals,2,Male,Employee,Chemical substances,employee report carrying activity area name remove overall contact material contaminated sleeve caused degree burn right forearm,August,Monday
Country_01,Local_06,Metals,2,Male,Employee,Pressurized Systems / Chemical Substances, hour row cell suction partner remove suction hose untimely splash electrolyte solution left eye immediately referred medical service,August,Saturday
Country_02,Local_08,Metals,2,Female,Third Party (Remote),Others,execution area cleaning activity using hoe employee hit fixed metal structure area coming reach abdomen left,August,Tuesday
Country_01,Local_06,Metals,2,Male,Third Party,Others,collaborator cleaning sink organization repulsing area moment filling truck shovel project sludge towards lens soiling obstructing vision worker indicates removing lens clean mud particle enter left eye causing discomfort referred medical center corresponding attention,August,Tuesday
Country_02,Local_05,Metals,4,Male,Third Party (Remote),Manual Tools,clerk cutting excess fiberglass passing box contact blade marble saw cut glove caused wound right hand,September,Thursday
Country_01,Local_03,Mining,1,Male,Third Party,Others,level organization icon plant collaborator shuttering work concrete water sedimentation basin moment nailing wood supply another x inch strip feel metallic hammer loosen wooden handle fix grab hammer head hit handle vertically wood generating injury time accident employee use safety glove,September,Friday
Country_01,Local_03,Mining,3,Male,Third Party,Others,surface dining room employee unit collaborator performed chicken habilitation lunch using kitchen knife come contact distal part second finger left hand causing injury described accident employee use specific height glove type work,September,Sunday
Country_01,Local_04,Mining,4,Male,Employee,Others,maintenance work vertical pump zinc concentrate three mechanic performing lifting maneuver able position pump drawer instant pump becomes clogged reduced space work area order release pump place young lady lower part time released turn untimely hitting middle finger injured person right hand teller hose,September,Saturday
Country_01,Local_06,Metals,4,Male,Employee,Suspended Loads,section row cell worker performs anode lifting correct short circuit using auxiliary hoist nylon sling time sling released anode hit back right hand causing injury worker seen medical transferred clinic external evaluation,September,Sunday
Country_02,Local_02,Mining,2,Male,Employee,Others,check list area survey operator slipped foliage leucine fell,September,Tuesday
Country_02,Local_05,Metals,2,Female,Employee,Venomous Animals,participating general odds held outside area central locker room employee bitten bee,September,Monday
Country_02,Local_07,Mining,2,Male,Employee,Others,miss employee report performing maintenance activity pump tunnel miss c miss miss pulling rotor struck piece mallet slipped hand reaching lower part left leg causing injury,September,Tuesday
Country_01,Local_03,Mining,4,Male,Third Party,Others,trying release pipe miss p pipe long diameter stuck support mesh master loader assistant pull pipe release pipe released hit lateral part cheekbone eyelid worker right generating described injury,September,Tuesday
Country_01,Local_11,Others,4,Female,Employee,Others,city location chuck location cash participating national feast representing company mounted horse part ceremony throwing fruit toy people attending public event noise material pyrotechnic people trying collect gift caused horse front close horse frightened kicked back hitting lower limb,September,Monday
Country_02,Local_05,Metals,2,Male,Employee,Suspended Loads,employee removing strap chemical container projected toward reaching lower lip anterior chest strap contaminated caustic soda caused degree burn,September,Tuesday
Country_03,Local_10,Others,1,Male,Third Party,Others,cutting vegetation open bite using sickle assistant struck vine twice liana ruptured top branch projected face auxiliary causing cut upper lip,September,Thursday
Country_01,Local_06,Metals,2,Male,Third Party,Pressed, approximately preventive maintenance miss debarking machine bearing assembly made anode cleaning roller fitting bearing final position staff used chisel pound rope position bearing worker place left hand near head chisel warp circumstance splinter embedded proximal part thumb left hand immediately collaborator communicates supervisor evacuated organization review,September,Saturday
Country_02,Local_05,Metals,4,Male,Employee,Pressurized Systems,employee report monitoring existence borehole tubing thermal recovery boiler location relation area side window struck projection heated air reached face right forearm,September,Friday
Country_03,Local_10,Others,1,Male,Third Party,Fall,collaborator around cleaning leaf return well borehole miss add slipped canvas edge well hitting right side back metal structure mud swathed box causing slight excoriation employee referred local hospital medicated released activity,September,Tuesday
Country_02,Local_05,Metals,2,Male,Third Party (Remote),Blocking and isolation of energies,employee performing maintenance blower residual water projection occurred face attempt remove pie injured person contact contaminated glove right eye causing irritation,September,Tuesday
Country_01,Local_06,Metals,2,Male,Third Party,Others,lubricating technician name made oil filling reducer miss miss miss notice oil leak tearing connection hose reducer correcting leak work finished go lubricant workshop remove glove observes hand affected contact hot surface go medical center treated,September,Tuesday
Country_01,Local_03,Mining,3,Male,Third Party,Others,maintenance access moment assistant place mini split set adapter clamp locked return initial position hitting collaborator hand causing described injury time accident team sustained area arm jumbo height floor employee wearing rubber glove,September,Wednesday
Country_02,Local_05,Metals,3,Male,Third Party,Manual Tools,employee preparing rice using utensil type skimmer stir inside pressure cooker part cable broke reaching hand causing blunt cut,September,Wednesday
Country_01,Local_01,Mining,4,Male,Employee,Others,circumstance operator bolter n went ladder height resting platform floor level slip balance hitting back handrail operator door time event injured person used pep,September,Thursday
Country_01,Local_06,Metals,3,Male,Employee,Others,technician operator heading towards zone lifting container dust zinc miss miss us space base sardine slipping edge rasp nose left side thorax treated medical center local treatment returning work area,September,Thursday
Country_01,Local_06,Metals,2,Female,Third Party,Pressurized Systems, oh worker organization petrol carried industrial cleaning outside acid reduction tank miss check progress helmet mask moment hose pipe released secured pressure clamp water air impacting lip,September,Tuesday
Country_01,Local_04,Mining,2,Male,Third Party,Others, approximately name name torr performing pipe standardization miss x miss x miss moment name lift air pipe spike seat pipe impact worker safety guard,September,Thursday
Country_01,Local_04,Mining,1,Male,Employee,Others, approximately mechanic removing last bolt nipple pump lime feeder reactive area mechanic positioned slightly flexing leg performs upward force hand moment feel pain spume right thigh mechanic evacuated help colleague medical post,September,Friday
Country_01,Local_04,Mining,3,Male,Third Party,Others, organization organization approximately maintenance workshop organization organization organization organization icon circumstance two mechanical technician placed protective plate keg organization miss fret miss fuel tank moment attempting bolt protective plate slip hand one falling directly instep left foot causing injury described organization,October,Saturday
Country_01,Local_04,Mining,2,Male,Third Party,Others, lo miss ratio miss lo miss ratio miss lo miss ratio miss lo miss ratio miss lo miss ratio miss v miss miss x miss minaret operator washing minaret miss hose water pressure necessary change location right side left proceeds pull hose slip feel left foot bend lo miss ratio miss,October,Monday
Country_02,Local_05,Metals,3,Male,Employee,Pressed,carrying supply operation zinc powder container using crane move employee closed lower lock container making movement push lock made excessive effort thumb right hand causing sprain,October,Monday
Country_02,Local_08,Metals,2,Male,Employee,Pressed,withdrawal cathode sample employee came press finger tool cut sample,October,Monday
Country_01,Local_03,Mining,4,Male,Third Party,Others,intersection level main road access south ramp collaborator freed tube inch diameter gable descended holding pipe fourth step telescopic aluminum ladder approximately meter floor point another clamping point gable lifted lifting tube pull worker causing lose balance fall height meter described injury occurring,October,Monday
Country_03,Local_10,Others,3,Male,Employee,Others,probe bore around hour polling assistant name name name performing maneuver descending rod led rod gutter leaning suitably came escape gutter returning toward easel hand slipped little finger rod easel realizing shaft returned released immediately little finger partially hit rim rod easel resulting cut auxiliary taken hospital attended wound resulted point released administrative activity,October,Tuesday
Country_01,Local_04,Mining,2,Male,Third Party,Others,office organization emmet circumstance environment set place cleaning material wooden strip placed staircase structure container strip cut size accident victim coordinated partner put pressure using hammer holding right hand frame pressure placed strip pushed side container creating opening corrugated iron wall time continuing hit ribbon fall causing wall container return initial position pressing tip little finger right hand corrugated iron causing accident,October,Saturday
Country_01,Local_03,Mining,4,Male,Third Party (Remote),Others,area equipment inspection staff organization end organization organization trying remove hydraulic hammer safety lock excavator mechanical lubricator hold right hand hat type chisel equipment mechanic hit chisel pound rubber bump remove safety point one blow fall edge hat type protector causing slip strike fourth finger lubricant mechanic right hand generating described injury organization time accident lubricator mechanic put glove type pad,October,Monday
Country_01,Local_04,Mining,4,Male,Employee,Others,approve name secondary crushing operator retiring snack find gate chute strip open approaching close gate moment operator name upper platform coordinate operator control room start strip moment start product project particle impacting flange gate projecting towards height lens respirator name,October,Monday
Country_02,Local_05,Metals,3,Male,Employee,Chemical substances,employee cleaning near area pneumatic conveyor hit drop sulfuric acid upper lip,October,Tuesday
Country_02,Local_02,Mining,2,Male,Third Party (Remote),Others,employee assisted support gate tying canvas frame pressing rope canvas stretched metal structure moved coming wooden support falling striking employee face causing cut right,October,Thursday
Country_01,Local_03,Mining,4,Male,Employee,Others,phase operator carried removal reciprocating feeder removing split set support rope staff support left hand structure protection falling moment another split set come together load hit distal phalanx fifth finger left hand generating described injury,October,Thursday
Country_01,Local_03,Mining,4,Male,Third Party,Others,circumstance assistant mine arranging advance hose flexible nylon diameter proceed watered shot fired positioning zone support deteriorated last blasting moment give block rock keg roof work height meter falling hit rebound left leg collaborator causing described injury,October,Tuesday
Country_01,Local_03,Mining,4,Male,Third Party,Others,inside mine diamond drilling positive drill moment control tube rescued fisherman winch cable break untimely developing whiplash effect impacting left hand drilling assistant causing described injury time accident drilling assistant platform frame using miss iron type safety glove,October,Tuesday
Country_02,Local_05,Metals,3,Male,Employee,Pressurized Systems,employee cleaned thermal recovery boiler using air boom hose loosened pipe connection drawing jet compressed air toward right ear causing impact noise,October,Thursday
Country_02,Local_02,Mining,4,Male,Employee,Others,activity loading explosive front level miss fall miss fragment reaching right arm miss later causing cut blunt,October,Sunday
Country_01,Local_01,Mining,4,Male,Third Party,Others,circumstance mechanical technician work colleague arranged accommodate spare rollover miss miss platform cart floor two squat collaborator decide push one side time one edge rollover imprisons third finger left hand handle cart right side causing wound third finger left hand time accident employee used respective glove,October,Monday
Country_01,Local_01,Mining,4,Male,Employee,Others,ore loading miss miss miss locomotive completed penultimate car derails nth car presence fragment rock railway line weight car mineral ton get back track mining car victim make use metal tube length meter diameter maneuver reposition mining car moment metallic tube loses stability imprisons victim hand strut mining car collaborator time event towards use leather glove,October,Wednesday
Country_01,Local_03,Mining,4,Male,Employee,Others,time heavy equipment operator got equipment check right front headlight defective position rim position left leg slide causing heavy equipment operator fall height ,October,Thursday
Country_01,Local_03,Mining,4,Male,Employee,Others,location make chimney level name maker driller assistant positioned main cage guard head proceed perform rock untie top chimney time teacher perceives spark rock top communicates assistant prevented f name long rock ex guard head fragmented one fragment f name l chain rebound rub operator right hand generating described injury,October,Saturday
Country_02,Local_08,Metals,4,Male,Employee,Pressed,activity placing board rack exchange fabric filter one plate inclined trying put plate correct position plate arm pressed back right hand structure easel,October,Saturday
Country_01,Local_03,Mining,5,Male,Employee,Others,observing pulp overflow overflow reception drawer thickener filter operator approach verify operation miss miss miss pump making sure stopped press keypad start pump getting start proceeds remove guard manipulates motor miss pump transmission strip left hand imprisoned pulley motor transmission belt,November,Friday
Country_01,Local_04,Mining,4,Male,Employee,Others,name completed change guide pole conveyor belt collaborator moved side belt remove tell pass stair without getting observe moment collaborator name hon dropped weight approve keg entrance platform chute discharge height meter iron grazed forearm finally hitting left foot height instep,November,Tuesday
Country_02,Local_08,Metals,2,Male,Employee,Others,igniting furnace battery reflux hot gas reaching face employee,November,Tuesday
Country_01,Local_06,Metals,4,Male,Employee,Others,approximately name name name name killer approach miss drying tower placement blanket cover entrance manhole tower moment manhole cover resting railing slide impacting right leg name,November,Friday
Country_01,Local_06,Metals,2,Male,Employee,Plates, cathode go striping sheet detached bend cathode position operator assistant lift cathode head position transfer moment detached sheet exerts pressure cathode hitting palm left hand operator head transfer activity paralyzed collaborator referred medical post head guard,November,Sunday
